Screen,Goal,Exam,Exam_tagged,Is_exam_tagged_correct,Subject,Subject_tagged,Is_subject_tagged_correct,Video_id,Duration_given,Duration_display,Expected_duration_display,Is_duration_okay,Embium_coins,Is_title_present,Is_description_less_150_character_range,Image_url_present,Video_url_present,Teaser_url_present,Status,Title,Description,Learn_path
Learn/home,Telangana Board,1st Telangana State Board,1st Telangana State Board,Yes,All Subjects,Environmental Studies,Yes,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,Telangana Board--1st Telangana State Board--Environmental Studies--the world around me--soil pollution--soil pollution
Learn/home/Mathematics,Telangana Board,1st Telangana State Board,1st Telangana State Board,Yes,Mathematics,Environmental Studies,No,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,Telangana Board--1st Telangana State Board--Environmental Studies--the world around me--soil pollution--soil pollution
Learn/home/Environmental Studies,Telangana Board,1st Telangana State Board,1st Telangana State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,Telangana Board--1st Telangana State Board--Environmental Studies--the world around me--soil pollution--soil pollution
Learn/home,Telangana Board,2nd Telangana State Board,2nd Telangana State Board,Yes,All Subjects,Mathematics,Yes,6409960.0,386.0,6 min 26 sec,6 mins 26 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Adding Number Using Ones and Tens,Let's get more practice in adding up numbers from units and tens. Here are some more easy examples of carrying over.,Telangana Board--2nd Telangana State Board--Mathematics--arithmetic--addition of numbers--addition of two digit numbers without carrry over
Learn/home/Mathematics,Telangana Board,2nd Telangana State Board,2nd Telangana State Board,Yes,Mathematics,Mathematics,Yes,6409960.0,386.0,6 min 26 sec,6 mins 26 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Adding Number Using Ones and Tens,Let's get more practice in adding up numbers from units and tens. Here are some more easy examples of carrying over.,Telangana Board--2nd Telangana State Board--Mathematics--arithmetic--addition of numbers--addition of two digit numbers without carrry over
Learn/home/Environmental Studies,Telangana Board,2nd Telangana State Board,2nd Telangana State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410159.0,229.0,3 min 49 sec,3 mins 49 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Different Types of Games and Their Benefits,Do you love to play games? Playing games have many benefits! They help develop many skills and also improve our physical health. Let's learn more about its benefits in this video.,Telangana Board--2nd Telangana State Board--Environmental Studies--united we stand--games in india--skill building
Learn/home,Telangana Board,3rd Telangana State Board,3rd Telangana State Board,Yes,All Subjects,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Telangana Board--3rd Telangana State Board--Mathematics--arithmetic--using addition and subtraction--understanding addition and subtraction
Learn/home/Mathematics,Telangana Board,3rd Telangana State Board,3rd Telangana State Board,Yes,Mathematics,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Telangana Board--3rd Telangana State Board--Mathematics--arithmetic--using addition and subtraction--understanding addition and subtraction
Learn/home/Environmental Studies,Telangana Board,3rd Telangana State Board,3rd Telangana State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410176.0,237.0,3 min 57 sec,3 mins 57 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Food Chain,Have you ever heard of food chain? It is the process which tells how energy is transferred from one organism to another. Let's learn about it in detail!,Telangana Board--3rd Telangana State Board--Environmental Studies--Life Science--The Food We Eat--Sources of Food
Learn/home,Telangana Board,4th Telangana State Board,4th Telangana State Board,Yes,All Subjects,Mathematics,Yes,6410001.0,119.0,1 min 59 sec,1 mins 59 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Balancing Weights on a Pan,A weight balance machine consists of two pans that is used to balance the weight of an object by another object. Watch this video to know more about it.,Telangana Board--4th Telangana State Board--Mathematics--Arithmetic--How Much Does It Weight?--Various Ways of Measuring Weight
Learn/home/Mathematics,Telangana Board,4th Telangana State Board,4th Telangana State Board,Yes,Mathematics,Mathematics,Yes,6410001.0,119.0,1 min 59 sec,1 mins 59 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Balancing Weights on a Pan,A weight balance machine consists of two pans that is used to balance the weight of an object by another object. Watch this video to know more about it.,Telangana Board--4th Telangana State Board--Mathematics--Arithmetic--How Much Does It Weight?--Various Ways of Measuring Weight
Learn/home/Environmental Studies,Telangana Board,4th Telangana State Board,4th Telangana State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410297.0,193.0,3 min 13 sec,3 mins 13 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Importance of Rainfall in Farming and Irrigation,"All plants need water to survive. Rain being the most effective means of watering is important for agriculture. But when there is no rainfall, we use different irrigation systems. Let's learn them.",Telangana Board--4th Telangana State Board--Environmental Studies--Physical Science--Our Village - Our Tanks--Tanks Near Your Area
Learn/home,Telangana Board,5th Telangana State Board,5th Telangana State Board,Yes,All Subjects,Mathematics,Yes,6410001.0,119.0,1 min 59 sec,1 mins 59 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Balancing Weights on a Pan,A weight balance machine consists of two pans that is used to balance the weight of an object by another object. Watch this video to know more about it.,Telangana Board--5th Telangana State Board--Mathematics--arithmetic--fractions--problems based on fractions
Learn/home/Mathematics,Telangana Board,5th Telangana State Board,5th Telangana State Board,Yes,Mathematics,Mathematics,Yes,6410001.0,119.0,1 min 59 sec,1 mins 59 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Balancing Weights on a Pan,A weight balance machine consists of two pans that is used to balance the weight of an object by another object. Watch this video to know more about it.,Telangana Board--5th Telangana State Board--Mathematics--arithmetic--fractions--problems based on fractions
Learn/home/Environmental Studies,Telangana Board,5th Telangana State Board,5th Telangana State Board,Yes,Environmental Studies,Environmental Studies,Yes,5914856.0,163.0,2 min 43 sec,2 mins 43 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Human Activity and its Impact on Forests,Human activities have been inflicting tremendous damage to the forest ecosystem. They not only rapidly shrink the forests but also adversely affect the planet through climate change and extinctions.,Telangana Board--5th Telangana State Board--Environmental Studies--Life Science--Let's grow trees--Protecting Plants
Learn/home,Telangana Board,6th Telangana State Board,6th Telangana State Board,Yes,All Subjects,Mathematics,Yes,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,Telangana Board--6th Telangana State Board--Mathematics--arithmetic--integers--addition and subtraction of integers
Learn/home/Science,Telangana Board,6th Telangana State Board,6th Telangana State Board,Yes,Science,Science,Yes,5912186.0,214.0,3 min 34 sec,3 mins 34 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Electric Conductors and Insulators,"Have you ever wondered why wires have a rubber coating on them? Let’s find out which materials allow electricity to pass through them, and which don't.",Telangana Board--6th Telangana State Board--Science--Physics--simple electric circuits--conductors and insulators
Learn/home/Mathematics,Telangana Board,6th Telangana State Board,6th Telangana State Board,Yes,Mathematics,Mathematics,Yes,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,Telangana Board--6th Telangana State Board--Mathematics--arithmetic--integers--addition and subtraction of integers
Learn/home,Telangana Board,7th Telangana State Board,7th Telangana State Board,Yes,All Subjects,Mathematics,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",Telangana Board--7th Telangana State Board--Mathematics--statistics--data handling--presentation of data
Learn/home/Science,Telangana Board,7th Telangana State Board,7th Telangana State Board,Yes,Science,Science,Yes,5912433.0,305.0,5 min 5 sec,5 mins 5 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Laws of Reflection of Light,"Our world is full of people, animals, and things. Have you ever thought, how are we able to see things? Let’s study about light to decode that!",Telangana Board--7th Telangana State Board--Science--Physics--reflection of light--reflection and laws of reflection of light
Learn/home/Mathematics,Telangana Board,7th Telangana State Board,7th Telangana State Board,Yes,Mathematics,Mathematics,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",Telangana Board--7th Telangana State Board--Mathematics--statistics--data handling--presentation of data
Learn/home,Telangana Board,8th Telangana State Board,8th Telangana State Board,Yes,All Subjects,Mathematics,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",Telangana Board--8th Telangana State Board--Mathematics--Statistics--Frequency Distribution Tables and Graphs--Graphical Representation of Data
Learn/home/Science,Telangana Board,8th Telangana State Board,8th Telangana State Board,Yes,Science,Science,Yes,6410154.0,216.0,3 min 36 sec,3 mins 36 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,The Satellite,"In this video, you will learn about satellites and their types - natural satellite and artificial satellite. You will also learn about their different functions.",Telangana Board--8th Telangana State Board--Science--Physics--stars and solar system--solar system
Learn/home/Mathematics,Telangana Board,8th Telangana State Board,8th Telangana State Board,Yes,Mathematics,Mathematics,Yes,5912272.0,220.0,3 min 40 sec,3 mins 40 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Pie Chart,"Pies, apart from being a sweet or savoury dish, have a mathematical significance in the form of pie charts. Each sector of the pie represents a portion of the whole. Watch the video to learn more.",Telangana Board--8th Telangana State Board--Mathematics--Statistics--Frequency Distribution Tables and Graphs--Graphical Representation of Data
Learn/home,Telangana Board,9th Telangana State Board,9th Telangana State Board,Yes,All Subjects,Mathematics,Yes,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statements,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical Statements. Let's explore them in this video.",Telangana Board--9th Telangana State Board--Mathematics--algebra--proofs in Mathematics revision--mathematical Statements
Learn/home/Science,Telangana Board,9th Telangana State Board,9th Telangana State Board,Yes,Science,Science,Yes,5912606.0,394.0,6 min 34 sec,6 mins 34 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Valency and Its Calculation,The tendency of an atom to complete its octet configuration is called valency. The last shell of electrons revolving around the nucleus is called its valence shell. Learn more about it in this video.,"Telangana Board--9th Telangana State Board--Science--Chemistry--atoms, molecules and chemical reactions--valency"
Learn/home/Mathematics,Telangana Board,9th Telangana State Board,9th Telangana State Board,Yes,Mathematics,Mathematics,Yes,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statements,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical Statements. Let's explore them in this video.",Telangana Board--9th Telangana State Board--Mathematics--algebra--proofs in Mathematics revision--mathematical Statements
Learn/home,Telangana Board,10th Telangana State Board,10th Telangana State Board,Yes,All Subjects,Mathematics,Yes,5912741.0,391.0,6 min 31 sec,6 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Nature of the Roots of the Quadratic Equation,"Concept of Discriminant, and its use in finding the nature of roots of a quadratic equation and to visualise the shape of a parabola using discriminant is explained in this video.",Telangana Board--10th Telangana State Board--Mathematics--algebra--quadratic equations--nature of roots
Learn/home/Science,Telangana Board,10th Telangana State Board,10th Telangana State Board,Yes,Science,Science,Yes,5912935.0,271.0,4 min 31 sec,4 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mendel's Monohybrid Crosses,Gregor Mendel worked all his life on the pea plants and conducted various experiments on them. His famous crosses have laid the foundation of Genetics. Check out his monohybrid cross in this video.,Telangana Board--10th Telangana State Board--Science--Biology--Heredity - From Parent to Progeny--Mendel: His Experiments on Pea Plant and the Outcomes
Learn/home/Mathematics,Telangana Board,10th Telangana State Board,10th Telangana State Board,Yes,Mathematics,Mathematics,Yes,5912741.0,391.0,6 min 31 sec,6 mins 31 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Nature of the Roots of the Quadratic Equation,"Concept of Discriminant, and its use in finding the nature of roots of a quadratic equation and to visualise the shape of a parabola using discriminant is explained in this video.",Telangana Board--10th Telangana State Board--Mathematics--algebra--quadratic equations--nature of roots
Learn/home,Telangana Board,11th Telangana State Board,11th Telangana State Board,Yes,All Subjects,Physics,Yes,5913678.0,235.0,3 min 55 sec,3 mins 55 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Static Friction & It's Laws,Have you ever tried pushing a box and it fails to move? That’s because there is an opposing force preventing it. Let’s study the laws governing this opposing force in this session.,Telangana Board--11th Telangana State Board--Physics--Mechanics--Laws of Motion--Friction
Learn/home/Physics,Telangana Board,11th Telangana State Board,11th Telangana State Board,Yes,Physics,Physics,Yes,5913678.0,235.0,3 min 55 sec,3 mins 55 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Static Friction & It's Laws,Have you ever tried pushing a box and it fails to move? That’s because there is an opposing force preventing it. Let’s study the laws governing this opposing force in this session.,Telangana Board--11th Telangana State Board--Physics--Mechanics--Laws of Motion--Friction
Learn/home/Mathematics,Telangana Board,11th Telangana State Board,11th Telangana State Board,Yes,Mathematics,Mathematics,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",Telangana Board--11th Telangana State Board--Mathematics--algebra--sequences and series--geometric mean
Learn/home/Chemistry,Telangana Board,11th Telangana State Board,11th Telangana State Board,Yes,Chemistry,Chemistry,Yes,5915438.0,103.0,1 min 43 sec,1 mins 43 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Preparation and Properties of Methane,"Methane is a colourless, odourless and highly flammable gas. It is a greenhouse gas and one of the main parts of natural gas. Watch the video to know about more properties and uses of Methane.",Telangana Board--11th Telangana State Board--Chemistry--Organic Chemistry--Hydrocarbons--Alkanes
Learn/home/Biology,Telangana Board,11th Telangana State Board,11th Telangana State Board,Yes,Biology,Biology,Yes,5913226.0,242.0,4 min 2 sec,4 mins 2 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Heart Beats,The heart is an organ that works consistently. It beats throughout the lifetime of a person. The synchronised contraction of the heart muscles causes rhythmic beating. The video explains.,Telangana Board--11th Telangana State Board--Biology--human physiology--body fluids and circulation--circulatory pathways
Learn/home,Telangana Board,12th Telangana State Board,12th Telangana State Board,Yes,All Subjects,Physics,Yes,5914191.0,233.0,3 min 53 sec,3 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Magnetic Force on a Charge: Condition for Circular and Straight Path,Can you tell me where we can use a moving charged particle in a magnetic field? What type of motion will it undergo in the magnetic field? Let’s learn it through this video.,Telangana Board--12th Telangana State Board--Physics--electricity and magnetism--moving charges and magnetism--motion in a magnetic field
Learn/home/Physics,Telangana Board,12th Telangana State Board,12th Telangana State Board,Yes,Physics,Physics,Yes,5914191.0,233.0,3 min 53 sec,3 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Magnetic Force on a Charge: Condition for Circular and Straight Path,Can you tell me where we can use a moving charged particle in a magnetic field? What type of motion will it undergo in the magnetic field? Let’s learn it through this video.,Telangana Board--12th Telangana State Board--Physics--electricity and magnetism--moving charges and magnetism--motion in a magnetic field
Learn/home/Mathematics,Telangana Board,12th Telangana State Board,12th Telangana State Board,Yes,Mathematics,Mathematics,Yes,5914134.0,108.0,1 min 48 sec,1 mins 48 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,"Equation of Plane Making Intercepts on x,y,z Axis","In 2 Dimensional geometry, you must have studied the Intercept form of the Equation of the straight line. Could you think of the Intercept form of the equation of a plane? Watch the Video for answers.",Telangana Board--12th Telangana State Board--Mathematics--Coordinate Geometry--Three Dimensional Geometry--Plane
Learn/home/Chemistry,Telangana Board,12th Telangana State Board,12th Telangana State Board,Yes,Chemistry,Chemistry,Yes,5913934.0,61.0,1 min 1 sec,1 mins 1 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Extraction of Mercury,"Extraction of mercury is nothing but a distillation process. The ore is heated, and the metal is liberated. Let's take a look at the pyrometallurgy process in this video.",Telangana Board--12th Telangana State Board--Chemistry--Inorganic Chemistry--General Principles and Processes of Isolation of Metals (Metallurgy)--Thermodynamic Principles of Metallurgy
Learn/home/Biology,Telangana Board,12th Telangana State Board,12th Telangana State Board,Yes,Biology,Biology,Yes,5915711.0,259.0,4 min 19 sec,4 mins 19 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Factors of Speciation,"The factors that cause speciation are… several. From the microscopic world to the macroscopic one, be it a mutation or the meeting of two surprisingly compatible species.",Telangana Board--12th Telangana State Board--Biology--Genetics and Evolution--Evolution--Biological Evolution
Learn/home,Karnataka Board,1st Karnataka State Board,1st Karnataka State Board,Yes,All Subjects,Environmental Studies,Yes,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,"Karnataka Board--1st Karnataka State Board--Environmental Studies--physical Science--journey of the cloud--air, water and soil"
Learn/home/Mathematics,Karnataka Board,1st Karnataka State Board,1st Karnataka State Board,Yes,Mathematics,Environmental Studies,No,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,"Karnataka Board--1st Karnataka State Board--Environmental Studies--physical Science--journey of the cloud--air, water and soil"
Learn/home/Environmental Studies,Karnataka Board,1st Karnataka State Board,1st Karnataka State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410104.0,413.0,6 min 53 sec,6 mins 53 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Soil: Pollution and Conservation,It takes hundreds of years to form a layer of soil. Soil is very important for us as we need it to grow plants. How does the soil get damaged and what can we do to prevent it? Find out in this video.,"Karnataka Board--1st Karnataka State Board--Environmental Studies--physical Science--journey of the cloud--air, water and soil"
Learn/home,Karnataka Board,2nd Karnataka State Board,2nd Karnataka State Board,Yes,All Subjects,Mathematics,Yes,6409960.0,386.0,6 min 26 sec,6 mins 26 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Adding Number Using Ones and Tens,Let's get more practice in adding up numbers from units and tens. Here are some more easy examples of carrying over.,Karnataka Board--2nd Karnataka State Board--Mathematics--arithmetic--addition--addition of numbers
Learn/home/Mathematics,Karnataka Board,2nd Karnataka State Board,2nd Karnataka State Board,Yes,Mathematics,Mathematics,Yes,6409960.0,386.0,6 min 26 sec,6 mins 26 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Adding Number Using Ones and Tens,Let's get more practice in adding up numbers from units and tens. Here are some more easy examples of carrying over.,Karnataka Board--2nd Karnataka State Board--Mathematics--arithmetic--addition--addition of numbers
Learn/home/Environmental Studies,Karnataka Board,2nd Karnataka State Board,2nd Karnataka State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410154.0,216.0,3 min 36 sec,3 mins 36 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,The Satellite,"In this video, you will learn about satellites and their types - natural satellite and artificial satellite. You will also learn about their different functions.","Karnataka Board--2nd Karnataka State Board--Environmental Studies--physical Science--in the sky--sun, moon and stars"
Learn/home,Karnataka Board,3rd Karnataka State Board,3rd Karnataka State Board,Yes,All Subjects,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Karnataka Board--3rd Karnataka State Board--Mathematics--arithmetic--addition--addition of numbers
Learn/home/Mathematics,Karnataka Board,3rd Karnataka State Board,3rd Karnataka State Board,Yes,Mathematics,Mathematics,Yes,6409981.0,181.0,1 min 11 sec,3 mins 1 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Addition and Subtraction Puzzles,"Solving puzzles is interesting, isn't it? Watch the video and learn to solve some interesting puzzles on addition and subtraction of numbers!",Karnataka Board--3rd Karnataka State Board--Mathematics--arithmetic--addition--addition of numbers
Learn/home/Environmental Studies,Karnataka Board,3rd Karnataka State Board,3rd Karnataka State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410176.0,237.0,3 min 57 sec,3 mins 57 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Food Chain,Have you ever heard of food chain? It is the process which tells how energy is transferred from one organism to another. Let's learn about it in detail!,Karnataka Board--3rd Karnataka State Board--Environmental Studies--Life Science--Variety of Food--Food of Different Animals
Learn/home,Karnataka Board,4th Karnataka State Board,4th Karnataka State Board,Yes,All Subjects,Mathematics,Yes,6410001.0,119.0,1 min 59 sec,1 mins 59 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Balancing Weights on a Pan,A weight balance machine consists of two pans that is used to balance the weight of an object by another object. Watch this video to know more about it.,Karnataka Board--4th Karnataka State Board--Mathematics--Arithmetic--Measurement (Weight)--Estimation of Weight
Learn/home/Mathematics,Karnataka Board,4th Karnataka State Board,4th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,6410001.0,119.0,1 min 59 sec,1 mins 59 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Balancing Weights on a Pan,A weight balance machine consists of two pans that is used to balance the weight of an object by another object. Watch this video to know more about it.,Karnataka Board--4th Karnataka State Board--Mathematics--Arithmetic--Measurement (Weight)--Estimation of Weight
Learn/home/Environmental Studies,Karnataka Board,4th Karnataka State Board,4th Karnataka State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410225.0,435.0,7 min 15 sec,7 mins 15 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Different Processes Involved in Growing Crops,"The video helps us understand how crops are grown, the various tools implemented for it, and also the importance of water and fertilizers for crop growth. Let's explore it.",Karnataka Board--4th Karnataka State Board--Environmental Studies--Life Science--Food Habit--Sources of Food
Learn/home,Karnataka Board,5th Karnataka State Board,5th Karnataka State Board,Yes,All Subjects,Mathematics,Yes,6410051.0,169.0,2 min 49 sec,2 mins 49 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Finding Fraction of a Whole Number,"Film stars and superheroes need no introduction and can be identified easily! Now, what about fractions? Can you identify fractions of a whole number? Don't worry, we'll learn that in this video!",Karnataka Board--5th Karnataka State Board--Mathematics--Arithmetic--Fractions--Introduction to Fractions
Learn/home/Mathematics,Karnataka Board,5th Karnataka State Board,5th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,6410051.0,169.0,2 min 49 sec,2 mins 49 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Finding Fraction of a Whole Number,"Film stars and superheroes need no introduction and can be identified easily! Now, what about fractions? Can you identify fractions of a whole number? Don't worry, we'll learn that in this video!",Karnataka Board--5th Karnataka State Board--Mathematics--Arithmetic--Fractions--Introduction to Fractions
Learn/home/Environmental Studies,Karnataka Board,5th Karnataka State Board,5th Karnataka State Board,Yes,Environmental Studies,Environmental Studies,Yes,6410159.0,229.0,3 min 49 sec,3 mins 49 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Different Types of Games and Their Benefits,Do you love to play games? Playing games have many benefits! They help develop many skills and also improve our physical health. Let's learn more about its benefits in this video.,Karnataka Board--5th Karnataka State Board--Environmental Studies--social Science--community games--importance of games and exercises
Learn/home,Karnataka Board,6th Karnataka State Board,6th Karnataka State Board,Yes,All Subjects,Mathematics,Yes,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,Karnataka Board--6th Karnataka State Board--Mathematics--arithmetic--integers--addition of integers
Learn/home/Science,Karnataka Board,6th Karnataka State Board,6th Karnataka State Board,Yes,Science,Science,Yes,5912186.0,214.0,3 min 34 sec,3 mins 34 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Electric Conductors and Insulators,"Have you ever wondered why wires have a rubber coating on them? Let’s find out which materials allow electricity to pass through them, and which don't.",Karnataka Board--6th Karnataka State Board--Science--Physics--electricity and circuits--electric conductors and insulators
Learn/home/Mathematics,Karnataka Board,6th Karnataka State Board,6th Karnataka State Board,Yes,Mathematics,Mathematics,Yes,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,Karnataka Board--6th Karnataka State Board--Mathematics--arithmetic--integers--addition of integers
Learn/home,Karnataka Board,7th Karnataka State Board,7th Karnataka State Board,Yes,All Subjects,Mathematics,Yes,5914617.0,162.0,2 min 42 sec,2 mins 42 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Horizontal Method of Addition,This video shows a method using which we can add two algebraic equations horizontally. Watch this video till the end and learn more about it.,Karnataka Board--7th Karnataka State Board--Mathematics--Algebra--Algebraic Expressions--Addition and subtraction of algebraic expressions
Learn/home/Science,Karnataka Board,7th Karnataka State Board,7th Karnataka State Board,Yes,Science,Science,Yes,5914649.0,152.0,2 min 32 sec,2 mins 32 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mode of Nutrition in Insectivorous Plants,"Among the vast diversity of plants, some plant species growing in deficient habitats supplement it ingesting insects! Discover why and how in this short video.",Karnataka Board--7th Karnataka State Board--Science--Biology--nutrition in plant--other modes of nutrition
